timestamp,Solar Power
99.0,545.2857974893417
100.0,1726.6085477327315
101.0,1151.0723651551543
102.0,575.5361825775772
103.0,1821.84594986785
104.0,1214.5639665785668
105.0,607.2819832892834
106.0,1583.805524734869
107.0,1055.870349823246
108.0,527.935174911623
109.0,1632.28666262394
110.0,1088.19110841596
111.0,544.09555420798
112.0,1531.4096704716717
113.0,1020.9397803144478
114.0,510.4698901572239
115.0,1134.0484585525774
116.0,756.0323057017182
117.0,378.0161528508591
118.0,1175.0230515021033
119.0,783.3487010014022
120.0,391.6743505007011
121.0,789.1788456255464
122.0,526.119230417031
123.0,263.0596152085155
124.0,554.2516590000794
125.0,369.5011060000529
126.0,184.75055300002646
127.0,899.293532282727
128.0,599.529021521818
129.0,299.764510760909
130.0,893.8671979505352
131.0,595.9114653003568
132.0,297.9557326501784
133.0,541.7335399570323
134.0,361.1556933046882
135.0,180.5778466523441
136.0,382.0429943089613
137.0,254.69532953930752
138.0,127.34766476965376
139.0,319.705581685816
140.0,213.13705445721067
141.0,106.56852722860533
142.0,208.95727075835836
143.0,139.3048471722389
144.0,69.65242358611945
145.0,133.21920529123295
146.0,88.81280352748864
147.0,44.40640176374432
148.0,73.70806411998022
149.0,49.13870941332015
150.0,24.569354706660075
151.0,19.782164111014275
152.0,13.18810940734285
153.0,6.594054703671425
154.0,0.0
155.0,0.0
156.0,0.0
157.0,0.0
158.0,0.0
159.0,0.0
160.0,0.0
161.0,0.0
162.0,0.0
163.0,0.0
164.0,0.0
165.0,0.0
166.0,0.0
167.0,0.0
168.0,0.0
169.0,0.0
170.0,0.0
171.0,0.0
172.0,0.0
173.0,0.0
174.0,0.0
175.0,0.0
176.0,0.0
177.0,0.0
178.0,0.0
179.0,0.0
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,0.0
209.0,0.0
210.0,0.0
211.0,0.0
212.0,0.0
213.0,0.0
214.0,0.0
215.0,0.0
216.0,0.0
217.0,0.0
218.0,0.0
219.0,0.0
220.0,0.0
221.0,0.0
222.0,0.0
223.0,0.0
224.0,0.0
225.0,0.0
226.0,0.0
227.0,0.0
228.0,0.0
229.0,0.0
230.0,0.0
231.0,0.0
232.0,0.0
233.0,0.0
234.0,0.0
235.0,0.0
236.0,0.0
237.0,0.0
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,0.0
278.0,0.0
279.0,0.0
280.0,0.0
281.0,0.0
282.0,0.0
283.0,0.0
284.0,0.0
285.0,0.0
286.0,0.0
287.0,0.0
288.0,0.0
